,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
2584,name2585,lastname2585,Male,May,8,1999,BS Communications Technology,0918 153 7448
2585,name2586,lastname2586,Female,April,6,1998,BS Management,0927 640 8396
2586,name2587,lastname2587,Male,April,5,1999,BS IT Entrepreneurship,0927 691 5341
2587,name2588,lastname2588,Male,April,9,2000,BS Management,0917 676 1899
2588,name2589,lastname2589,Male,March,13,1999,BS Legal Management,0917 573 5058
2589,name2590,lastname2590,Male,September,4,2001,BS Communications Technology,0927 395 6034
2590,name2591,lastname2591,Female,January,13,2000,BS Management,0917 530 2742
2591,name2592,lastname2592,Male,October,25,1999,BS Communications Technology,0918 244 8484
2592,name2593,lastname2593,Male,June,18,1998,BS Management Engineering,0927 141 6274
2593,name2594,lastname2594,Male,June,12,1999,BS Management,0927 640 2517
2594,name2595,lastname2595,Male,August,14,1998,BS Communications Technology,0917 991 7278
2595,name2596,lastname2596,Male,December,22,1998,BS Management Engineering,0918 486 2307
2596,name2597,lastname2597,Male,February,11,1999,BS Communications Technology,0917 813 3010
2597,name2598,lastname2598,Male,April,18,1998,BS Management Engineering,0927 444 5398
2598,name2599,lastname2599,Male,August,22,1999,BS Communications Technology,0918 805 7805
2599,name2600,lastname2600,Male,October,23,1999,BS Communications Technology,0927 612 8812
2600,name2601,lastname2601,Female,August,3,1999,BS Communications Technology,0918 714 2798
2601,name2602,lastname2602,Female,August,19,1999,BS Management Engineering,0918 707 1691
2602,name2603,lastname2603,Female,November,23,1997,BS Communications Technology,0918 875 3524
2603,name2604,lastname2604,Male,November,19,1999,BS Management,0918 224 9200
2604,name2605,lastname2605,Female,September,26,2000,BS IT Entrepreneurship,0918 802 6074
2605,name2606,lastname2606,Female,February,17,1998,BS Communications Technology,0927 964 8172
2606,name2607,lastname2607,Female,September,5,2001,BS Communications Technology,0917 642 8108
2607,name2608,lastname2608,Female,January,15,1998,BS Communications Technology,0927 998 2587
2608,name2609,lastname2609,Female,April,27,2001,BS Communications Technology,0927 229 9368
2609,name2610,lastname2610,Male,April,17,1998,BS Legal Management,0918 960 5607
2610,name2611,lastname2611,Female,October,12,2001,BS Management,0917 569 4246
2611,name2612,lastname2612,Male,June,10,1999,BS IT Entrepreneurship,0918 622 3293
2612,name2613,lastname2613,Female,July,24,1998,BS Legal Management,0918 877 6689
2613,name2614,lastname2614,Female,May,25,2001,BS IT Entrepreneurship,0917 199 2805
2614,name2615,lastname2615,Male,January,17,1999,BS Management,0918 687 4279
2615,name2616,lastname2616,Female,May,10,1997,BS Management,0917 641 6984
2616,name2617,lastname2617,Female,May,19,1998,BS IT Entrepreneurship,0917 458 4506
2617,name2618,lastname2618,Male,August,13,1998,BS IT Entrepreneurship,0927 524 9294
2618,name2619,lastname2619,Female,July,9,1999,BS Communications Technology,0918 385 1052
2619,name2620,lastname2620,Male,November,9,1998,BS IT Entrepreneurship,0927 739 4781
2620,name2621,lastname2621,Female,May,24,1998,BS Management Engineering,0918 920 8845
2621,name2622,lastname2622,Male,June,22,2001,BS Management,0927 231 3748
2622,name2623,lastname2623,Male,April,21,1998,BS Communications Technology,0927 688 5360
2623,name2624,lastname2624,Female,July,25,2000,BS IT Entrepreneurship,0927 233 3593
2624,name2625,lastname2625,Male,November,8,1999,BS IT Entrepreneurship,0927 643 7093
2625,name2626,lastname2626,Female,July,22,1998,BS Communications Technology,0927 298 2396
2626,name2627,lastname2627,Female,January,24,2000,BS IT Entrepreneurship,0927 744 7996
2627,name2628,lastname2628,Female,January,3,1999,BS Communications Technology,0918 197 8797
2628,name2629,lastname2629,Male,November,20,1997,BS Management Engineering,0918 153 5257
2629,name2630,lastname2630,Female,January,20,2001,BS Legal Management,0918 592 5507
2630,name2631,lastname2631,Female,December,17,1999,BS Communications Technology,0927 410 3184
2631,name2632,lastname2632,Male,December,21,1999,BS IT Entrepreneurship,0927 545 6383
2632,name2633,lastname2633,Male,August,1,1999,BS Legal Management,0927 622 2939
2633,name2634,lastname2634,Male,December,23,1997,BS Management,0917 695 2648
2634,name2635,lastname2635,Male,November,11,1999,BS Legal Management,0917 207 4784
2635,name2636,lastname2636,Male,January,14,1999,BS Management Engineering,0917 156 4149
2636,name2637,lastname2637,Female,February,18,1999,BS Legal Management,0918 294 8168
2637,name2638,lastname2638,Male,November,28,2000,BS Management Engineering,0927 823 3247
2638,name2639,lastname2639,Male,September,9,1999,BS IT Entrepreneurship,0917 354 3063
2639,name2640,lastname2640,Female,December,13,1997,BS Communications Technology,0917 181 7772
2640,name2641,lastname2641,Female,February,17,1999,BS Legal Management,0918 952 6955
2641,name2642,lastname2642,Female,May,4,2000,BS Management,0917 371 5232
2642,name2643,lastname2643,Female,October,9,1999,BS Legal Management,0917 194 2461
2643,name2644,lastname2644,Male,March,24,2001,BS Management Engineering,0917 257 2784
2644,name2645,lastname2645,Male,May,19,1998,BS Legal Management,0917 173 6943
2645,name2646,lastname2646,Male,June,28,1998,BS Legal Management,0917 832 7071
2646,name2647,lastname2647,Female,April,8,1999,BS Management,0918 408 6691
2647,name2648,lastname2648,Female,March,13,1999,BS IT Entrepreneurship,0918 542 6186
2648,name2649,lastname2649,Male,June,11,1997,BS Management Engineering,0927 900 6138
2649,name2650,lastname2650,Male,June,2,1997,BS Communications Technology,0917 835 4386
2650,name2651,lastname2651,Male,June,15,1998,BS Communications Technology,0918 884 5352
2651,name2652,lastname2652,Male,November,25,1998,BS Legal Management,0927 628 7709
2652,name2653,lastname2653,Male,June,16,1998,BS Management,0917 281 4502
2653,name2654,lastname2654,Female,November,2,2001,BS Communications Technology,0917 981 3960
2654,name2655,lastname2655,Female,April,16,1997,BS Communications Technology,0918 543 6769
2655,name2656,lastname2656,Male,April,28,1998,BS IT Entrepreneurship,0917 138 3778
2656,name2657,lastname2657,Male,May,21,1999,BS Communications Technology,0927 392 6719
2657,name2658,lastname2658,Female,December,16,1997,BS Management Engineering,0918 490 8514
2658,name2659,lastname2659,Female,September,12,1998,BS Management,0917 594 1999
2659,name2660,lastname2660,Female,August,8,1998,BS IT Entrepreneurship,0917 548 3351
2660,name2661,lastname2661,Female,September,12,1999,BS Legal Management,0918 204 9617
2661,name2662,lastname2662,Male,September,3,1998,BS IT Entrepreneurship,0918 509 9706
2662,name2663,lastname2663,Female,August,20,1999,BS Management,0917 623 6547
2663,name2664,lastname2664,Male,August,3,1998,BS Communications Technology,0918 424 3370
2664,name2665,lastname2665,Male,April,12,1998,BS Legal Management,0927 513 2139
2665,name2666,lastname2666,Female,January,11,1998,BS Management Engineering,0927 295 6588
2666,name2667,lastname2667,Male,October,10,2000,BS Communications Technology,0917 837 3739
2667,name2668,lastname2668,Male,September,8,1998,BS IT Entrepreneurship,0918 100 8378
2668,name2669,lastname2669,Male,June,9,2000,BS Management Engineering,0918 438 7545
2669,name2670,lastname2670,Male,May,1,1999,BS Management Engineering,0917 195 4206
2670,name2671,lastname2671,Male,January,15,1998,BS Communications Technology,0918 555 9070
2671,name2672,lastname2672,Male,May,6,1998,BS Communications Technology,0927 763 1636
2672,name2673,lastname2673,Male,June,27,1998,BS Communications Technology,0917 275 6658
2673,name2674,lastname2674,Male,March,8,2001,BS Management,0917 731 3274
2674,name2675,lastname2675,Female,September,23,1999,BS Management,0917 170 3005
2675,name2676,lastname2676,Male,August,25,1999,BS Management,0927 813 4925
2676,name2677,lastname2677,Male,July,18,1999,BS Legal Management,0917 130 5809
2677,name2678,lastname2678,Female,July,27,2000,BS Management,0927 163 4869
2678,name2679,lastname2679,Female,May,23,1997,BS Management,0918 848 1893
2679,name2680,lastname2680,Male,December,14,1999,BS Management Engineering,0927 115 7726
2680,name2681,lastname2681,Female,September,12,1999,BS Management Engineering,0917 572 8068
2681,name2682,lastname2682,Male,November,8,2000,BS IT Entrepreneurship,0927 384 1647
2682,name2683,lastname2683,Male,September,9,2000,BS Management Engineering,0918 536 3717
2683,name2684,lastname2684,Male,December,15,1998,BS Communications Technology,0927 540 8705
2684,name2685,lastname2685,Female,June,11,1997,BS Legal Management,0917 439 6195
2685,name2686,lastname2686,Female,December,18,1998,BS Management Engineering,0927 670 5740
2686,name2687,lastname2687,Male,March,20,1999,BS IT Entrepreneurship,0918 245 5369
2687,name2688,lastname2688,Male,July,7,1997,BS Management,0918 704 3039
2688,name2689,lastname2689,Female,March,21,1999,BS Communications Technology,0927 346 1462
2689,name2690,lastname2690,Male,August,16,1999,BS Management Engineering,0917 919 8868
2690,name2691,lastname2691,Male,March,16,2000,BS Management Engineering,0927 790 3075
2691,name2692,lastname2692,Male,July,11,1998,BS Management,0927 105 7640
2692,name2693,lastname2693,Male,August,6,1999,BS Legal Management,0927 495 2855
2693,name2694,lastname2694,Female,November,18,1999,BS IT Entrepreneurship,0918 777 2993
2694,name2695,lastname2695,Male,September,6,2000,BS Legal Management,0918 592 7760
2695,name2696,lastname2696,Male,May,11,1997,BS IT Entrepreneurship,0927 526 9917
2696,name2697,lastname2697,Female,January,1,2001,BS Communications Technology,0917 168 6101
2697,name2698,lastname2698,Male,October,3,1999,BS IT Entrepreneurship,0917 902 2249
2698,name2699,lastname2699,Female,March,17,1997,BS IT Entrepreneurship,0918 546 6362
2699,name2700,lastname2700,Female,January,16,1997,BS Communications Technology,0927 899 4910
2700,name2701,lastname2701,Male,May,26,1998,BS Management Engineering,0918 631 1730
2701,name2702,lastname2702,Male,April,24,1997,BS Legal Management,0927 126 8003
2702,name2703,lastname2703,Male,June,27,2001,BS Communications Technology,0927 189 1936
2703,name2704,lastname2704,Female,January,20,1999,BS Communications Technology,0927 794 7557
2704,name2705,lastname2705,Female,June,17,1997,BS Communications Technology,0927 506 8327
2705,name2706,lastname2706,Female,November,24,1999,BS Legal Management,0927 980 9974
2706,name2707,lastname2707,Male,February,2,2001,BS IT Entrepreneurship,0917 514 7049
2707,name2708,lastname2708,Female,April,1,1997,BS Management Engineering,0917 797 6642
2708,name2709,lastname2709,Female,August,23,2000,BS Legal Management,0918 517 6058
2709,name2710,lastname2710,Female,May,11,2001,BS IT Entrepreneurship,0918 436 2312
2710,name2711,lastname2711,Female,April,17,2000,BS Management Engineering,0917 373 7451
2711,name2712,lastname2712,Female,July,23,1999,BS Management Engineering,0917 247 9027
2712,name2713,lastname2713,Female,March,11,1998,BS Legal Management,0917 132 1074
2713,name2714,lastname2714,Female,November,16,1999,BS Communications Technology,0917 506 7963
2714,name2715,lastname2715,Female,July,12,1998,BS IT Entrepreneurship,0927 711 2332
2715,name2716,lastname2716,Male,January,21,2001,BS Communications Technology,0918 693 6829
2716,name2717,lastname2717,Male,April,7,1997,BS Legal Management,0927 232 7777
2717,name2718,lastname2718,Male,January,14,1999,BS Communications Technology,0917 811 6162
2718,name2719,lastname2719,Female,January,13,1998,BS Communications Technology,0927 430 3410
2719,name2720,lastname2720,Male,January,14,2000,BS IT Entrepreneurship,0917 768 8378
2720,name2721,lastname2721,Male,November,22,2001,BS Management,0927 426 6313
2721,name2722,lastname2722,Female,September,14,1997,BS Management,0918 322 4902
2722,name2723,lastname2723,Female,December,17,1998,BS IT Entrepreneurship,0918 317 1556
2723,name2724,lastname2724,Female,January,20,1997,BS Management Engineering,0918 775 9777
2724,name2725,lastname2725,Female,August,10,1997,BS Legal Management,0917 956 9599
2725,name2726,lastname2726,Male,June,2,1997,BS Management,0927 443 8591
2726,name2727,lastname2727,Male,May,25,1998,BS Legal Management,0918 873 6429
2727,name2728,lastname2728,Female,January,2,1997,BS Communications Technology,0918 982 7938
2728,name2729,lastname2729,Male,March,5,1998,BS Communications Technology,0918 922 2173
2729,name2730,lastname2730,Male,May,13,1997,BS Legal Management,0927 116 2793
2730,name2731,lastname2731,Female,October,25,1997,BS Communications Technology,0917 718 8274
2731,name2732,lastname2732,Female,July,20,1997,BS Legal Management,0918 164 7973
2732,name2733,lastname2733,Male,December,26,1999,BS Management,0927 465 4361
2733,name2734,lastname2734,Female,July,14,2000,BS IT Entrepreneurship,0918 702 5168
2734,name2735,lastname2735,Male,June,4,1997,BS IT Entrepreneurship,0918 828 8427
2735,name2736,lastname2736,Female,August,23,2001,BS Management Engineering,0927 971 7453
2736,name2737,lastname2737,Female,August,1,1999,BS IT Entrepreneurship,0927 502 9852
2737,name2738,lastname2738,Female,August,15,1999,BS Management,0927 986 3332
2738,name2739,lastname2739,Female,October,7,1998,BS Legal Management,0917 508 7141
2739,name2740,lastname2740,Male,February,20,1997,BS IT Entrepreneurship,0918 495 9723
2740,name2741,lastname2741,Male,December,16,1997,BS Management Engineering,0918 584 4013
2741,name2742,lastname2742,Male,November,24,1998,BS IT Entrepreneurship,0917 445 1743
2742,name2743,lastname2743,Female,November,2,1997,BS Communications Technology,0927 425 7150
2743,name2744,lastname2744,Female,December,27,1999,BS Management,0927 660 3770
2744,name2745,lastname2745,Female,August,18,1999,BS Management Engineering,0918 311 7239
2745,name2746,lastname2746,Female,August,14,2000,BS Management,0917 864 9783
2746,name2747,lastname2747,Male,July,12,1997,BS Management,0917 547 1040
2747,name2748,lastname2748,Male,November,27,1997,BS Communications Technology,0918 925 6259
2748,name2749,lastname2749,Female,May,11,1997,BS Management,0927 393 6987
2749,name2750,lastname2750,Female,May,22,1999,BS Management,0917 745 9229
2750,name2751,lastname2751,Female,June,26,1997,BS Communications Technology,0918 635 6588
2751,name2752,lastname2752,Female,March,21,1997,BS Communications Technology,0918 612 6400
2752,name2753,lastname2753,Male,May,26,2001,BS Management Engineering,0918 228 7551
2753,name2754,lastname2754,Female,January,2,1997,BS IT Entrepreneurship,0917 724 2365
2754,name2755,lastname2755,Female,September,28,1999,BS Legal Management,0918 550 6867
2755,name2756,lastname2756,Female,October,5,2001,BS IT Entrepreneurship,0917 203 5605
2756,name2757,lastname2757,Male,February,22,1999,BS IT Entrepreneurship,0917 789 2740
2757,name2758,lastname2758,Female,April,9,1998,BS Communications Technology,0917 243 2739
2758,name2759,lastname2759,Male,January,3,1997,BS Communications Technology,0918 866 1533
2759,name2760,lastname2760,Male,May,2,2000,BS IT Entrepreneurship,0927 319 4713
2760,name2761,lastname2761,Female,January,11,1999,BS Legal Management,0927 492 2596
2761,name2762,lastname2762,Male,February,8,2001,BS Management Engineering,0918 869 7217
2762,name2763,lastname2763,Female,December,21,1999,BS Management Engineering,0927 940 3422
2763,name2764,lastname2764,Male,January,5,1997,BS Management,0918 316 5526
2764,name2765,lastname2765,Male,September,5,1999,BS Legal Management,0927 828 7422
2765,name2766,lastname2766,Female,May,2,1998,BS Legal Management,0917 995 9584
2766,name2767,lastname2767,Male,November,6,1998,BS Management,0927 280 2313
2767,name2768,lastname2768,Female,December,26,1997,BS Management Engineering,0927 969 5303
