firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name2739,lastname2739,October,7,98,BS Legal Management,+639175087141
name2740,lastname2740,February,20,97,BS IT Entrepreneurship,+639184959723
name2741,lastname2741,December,16,97,BS Management Engineering,+639185844013
name2742,lastname2742,November,24,98,BS IT Entrepreneurship,+639174451743
name2743,lastname2743,November,2,97,BS Comtech,+639274257150
name2744,lastname2744,December,27,99,BS Management,+639276603770
name2745,lastname2745,August,18,99,BS Management Engineering,+639183117239
name2746,lastname2746,August,14,00,BS Management,+639178649783
name2747,lastname2747,July,12,97,BS Management,+639175471040
name2748,lastname2748,November,27,97,BS Comtech,+639189256259
name2749,lastname2749,May,11,97,BS Management,+639273936987
name2750,lastname2750,May,22,99,BS Management,+639177459229
name2751,lastname2751,June,26,97,BS Comtech,+639186356588
name2752,lastname2752,March,21,97,BS Comtech,+639186126400
name2753,lastname2753,May,26,01,BS Management Engineering,+639182287551
name2754,lastname2754,January,2,97,BS IT Entrepreneurship,+639177242365
name2755,lastname2755,September,28,99,BS Legal Management,+639185506867
name2756,lastname2756,October,5,01,BS IT Entrepreneurship,+639172035605
name2757,lastname2757,February,22,99,BS IT Entrepreneurship,+639177892740
name2758,lastname2758,April,9,98,BS Comtech,+639172432739
name2759,lastname2759,January,3,97,BS Comtech,+639188661533
name2760,lastname2760,May,2,00,BS IT Entrepreneurship,+639273194713
name2761,lastname2761,January,11,99,BS Legal Management,+639274922596
name2762,lastname2762,February,8,01,BS Management Engineering,+639188697217
name2763,lastname2763,December,21,99,BS Management Engineering,+639279403422
name2764,lastname2764,January,5,97,BS Management,+639183165526
name2765,lastname2765,September,5,99,BS Legal Management,+639278287422
name2766,lastname2766,May,2,98,BS Legal Management,+639179959584
name2767,lastname2767,November,6,98,BS Management,+639272802313
name2768,lastname2768,December,26,97,BS Management Engineering,+639279695303
name2769,lastname2769,June,28,01,BS Management,+639171889608
name2770,lastname2770,October,4,00,BS Management Engineering,+639184777221
name2771,lastname2771,July,14,01,BS Comtech,+639179831041
name2772,lastname2772,July,19,97,BS Comtech,+639272961922
name2773,lastname2773,September,9,99,BS Legal Management,+639278138305
name2774,lastname2774,June,25,97,BS Management Engineering,+639179173265
name2775,lastname2775,January,3,01,BS Management Engineering,+639172687940
name2776,lastname2776,March,9,01,BS Management Engineering,+639185114076
name2777,lastname2777,September,15,99,BS Management,+639278686320
name2778,lastname2778,July,20,97,BS Legal Management,+639186056955
name2779,lastname2779,March,22,97,BS Comtech,+639275811353
name2780,lastname2780,September,21,99,BS Management,+639182985914
name2781,lastname2781,January,2,97,BS Management,+639277172345
name2782,lastname2782,July,8,00,BS Management Engineering,+639278673896
name2783,lastname2783,September,1,97,BS Management Engineering,+639182395923
name2784,lastname2784,February,7,99,BS Management Engineering,+639188524862
name2785,lastname2785,July,18,99,BS Legal Management,+639189183415
name2786,lastname2786,March,15,99,BS IT Entrepreneurship,+639279963240
name2787,lastname2787,April,13,99,BS IT Entrepreneurship,+639179961035
name2788,lastname2788,July,9,98,BS Management Engineering,+639178864199
name2789,lastname2789,April,1,00,BS Comtech,+639271197616
name2790,lastname2790,December,7,97,BS Management Engineering,+639273366772
name2791,lastname2791,February,10,99,BS Management,+639178614046
name2792,lastname2792,December,1,00,BS IT Entrepreneurship,+639276618965
name2793,lastname2793,January,23,98,BS Management,+639189962726
name2794,lastname2794,September,21,97,BS Legal Management,+639188861969
name2795,lastname2795,November,25,01,BS Management Engineering,+639275024847
name2796,lastname2796,November,8,99,BS Management Engineering,+639182093758
name2797,lastname2797,November,23,97,BS Management,+639185382389
name2798,lastname2798,March,7,97,BS IT Entrepreneurship,+639175754679
name2799,lastname2799,August,4,98,BS Management Engineering,+639277461513
name2800,lastname2800,February,11,99,BS IT Entrepreneurship,+639174488596
name2801,lastname2801,February,3,97,BS Management Engineering,+639189705996
name2802,lastname2802,March,10,98,BS Legal Management,+639178916476
name2803,lastname2803,May,8,01,BS Comtech,+639175701274
name2804,lastname2804,December,8,97,BS Management,+639271872504
name2805,lastname2805,May,1,98,BS Comtech,+639174003946
name2806,lastname2806,December,23,97,BS Comtech,+639175633847
name2807,lastname2807,February,10,01,BS Management Engineering,+639273833462
name2808,lastname2808,August,12,01,BS Legal Management,+639184468356
name2809,lastname2809,January,21,99,BS Comtech,+639186861049
name2810,lastname2810,February,19,00,BS Management Engineering,+639178715040
name2811,lastname2811,January,5,99,BS Legal Management,+639275766610
name2812,lastname2812,April,10,00,BS Management,+639185743461
name2813,lastname2813,November,23,99,BS Legal Management,+639175773447
name2814,lastname2814,November,1,98,BS IT Entrepreneurship,+639185764164
name2815,lastname2815,March,8,97,BS Management,+639271804102
name2816,lastname2816,October,11,01,BS Legal Management,+639171004536
name2817,lastname2817,October,1,01,BS Management,+639187451327
name2818,lastname2818,November,3,97,BS Comtech,+639187437191
name2819,lastname2819,June,11,98,BS Management Engineering,+639276898629
name2820,lastname2820,July,11,01,BS Management Engineering,+639274109791
name2821,lastname2821,July,10,97,BS Legal Management,+639278528062
name2822,lastname2822,May,15,99,BS IT Entrepreneurship,+639175335212
name2823,lastname2823,November,5,99,BS Management,+639271687146
name2824,lastname2824,July,21,98,BS Legal Management,+639272325900
name2825,lastname2825,January,5,99,BS Legal Management,+639177484490
name2826,lastname2826,February,26,97,BS Comtech,+639183306231
name2827,lastname2827,November,20,99,BS Comtech,+639182089805
name2828,lastname2828,June,19,98,BS Comtech,+639172447947
name2829,lastname2829,March,28,99,BS Legal Management,+639181907406
name2830,lastname2830,August,9,00,BS IT Entrepreneurship,+639187011694
name2831,lastname2831,June,20,99,BS Management,+639179553093
name2832,lastname2832,December,4,98,BS IT Entrepreneurship,+639173452096
name2833,lastname2833,August,26,01,BS Legal Management,+639278603678
name2834,lastname2834,August,23,97,BS IT Entrepreneurship,+639171055440
name2835,lastname2835,June,22,97,BS IT Entrepreneurship,+639179418367
name2836,lastname2836,September,15,00,BS Legal Management,+639189754150
name2837,lastname2837,September,4,97,BS Comtech,+639184911922
name2838,lastname2838,September,24,97,BS Management,+639185708967
name2839,lastname2839,November,20,97,BS Comtech,+639274939044
name2840,lastname2840,June,15,97,BS Comtech,+639274758594
name2841,lastname2841,April,18,99,BS IT Entrepreneurship,+639279894671
name2842,lastname2842,May,13,01,BS Management Engineering,+639176716868
name2843,lastname2843,June,4,01,BS Management,+639171238174
name2844,lastname2844,November,24,01,BS Management Engineering,+639188046501
name2845,lastname2845,February,4,98,BS Comtech,+639184918223
name2846,lastname2846,April,10,99,BS Management Engineering,+639177282546
name2847,lastname2847,December,12,99,BS Legal Management,+639182325516
name2848,lastname2848,April,26,97,BS Management,+639271023450
name2849,lastname2849,March,7,98,BS Comtech,+639276082859
name2850,lastname2850,July,8,99,BS Legal Management,+639186504008
name2851,lastname2851,September,16,97,BS Legal Management,+639276195428
name2852,lastname2852,October,16,98,BS Comtech,+639183222888
name2853,lastname2853,March,9,97,BS Management Engineering,+639174499502
name2854,lastname2854,October,2,97,BS Management,+639179444113
name2855,lastname2855,March,25,99,BS Legal Management,+639175865535
name2856,lastname2856,August,28,98,BS Comtech,+639189808394
name2857,lastname2857,July,20,98,BS Legal Management,+639176481354
name2858,lastname2858,September,10,01,BS Legal Management,+639187186092
name2859,lastname2859,February,10,98,BS Comtech,+639187617692
name2860,lastname2860,April,13,97,BS Management Engineering,+639188196085
name2861,lastname2861,October,25,01,BS Management Engineering,+639278266476
name2862,lastname2862,August,18,01,BS Management,+639279253212
name2863,lastname2863,June,21,97,BS Management,+639185656170
name2864,lastname2864,March,15,00,BS Legal Management,+639277179379
name2865,lastname2865,July,4,01,BS Legal Management,+639175958698
name2866,lastname2866,July,6,98,BS Management,+639173892240
name2867,lastname2867,November,24,00,BS Management,+639273074144
name2868,lastname2868,July,1,97,BS IT Entrepreneurship,+639277798291
name2869,lastname2869,November,21,00,BS Management,+639185359790
name2870,lastname2870,December,11,00,BS Management Engineering,+639272346195
name2871,lastname2871,August,25,97,BS Management Engineering,+639277234275
name2872,lastname2872,September,27,01,BS IT Entrepreneurship,+639271379543
name2873,lastname2873,March,10,98,BS Management,+639171134614
name2874,lastname2874,January,5,97,BS Comtech,+639277393278
name2875,lastname2875,August,10,98,BS IT Entrepreneurship,+639178201797
name2876,lastname2876,February,11,99,BS Legal Management,+639173693835
name2877,lastname2877,July,1,97,BS Comtech,+639276106781
name2878,lastname2878,March,28,97,BS Management Engineering,+639177932792
name2879,lastname2879,April,24,98,BS Management Engineering,+639273967121
name2880,lastname2880,February,17,99,BS Management Engineering,+639172572375
name2881,lastname2881,March,9,98,BS Comtech,+639177669207
name2882,lastname2882,May,21,98,BS Management,+639185504672
name2883,lastname2883,August,6,97,BS Comtech,+639275843862
name2884,lastname2884,October,21,00,BS Comtech,+639272509158
name2885,lastname2885,December,15,97,BS IT Entrepreneurship,+639271649265
name2886,lastname2886,January,8,98,BS IT Entrepreneurship,+639188786978
name2887,lastname2887,June,4,98,BS Comtech,+639273298355
name2888,lastname2888,July,13,99,BS Management,+639187718854
name2889,lastname2889,June,23,99,BS Comtech,+639181517927
name2890,lastname2890,December,11,00,BS Management,+639277713339
name2891,lastname2891,March,21,98,BS Management,+639274462333
name2892,lastname2892,February,23,99,BS Comtech,+639183733234
name2893,lastname2893,January,18,97,BS Management Engineering,+639173283871
name2894,lastname2894,November,2,99,BS Comtech,+639175766693
name2895,lastname2895,March,5,97,BS Management,+639173361035
name2896,lastname2896,August,1,97,BS Legal Management,+639177401751
name2897,lastname2897,July,23,99,BS Legal Management,+639172113662
name2898,lastname2898,December,13,99,BS Management Engineering,+639179093290
name2899,lastname2899,October,27,99,BS Management,+639174648422
name2900,lastname2900,August,28,01,BS Management Engineering,+639279014834
name2901,lastname2901,December,16,98,BS Management,+639274345932
name2902,lastname2902,February,10,99,BS Management,+639175051081
name2903,lastname2903,November,19,99,BS Comtech,+639274879324
name2904,lastname2904,December,15,99,BS Management Engineering,+639176457354
name2905,lastname2905,August,8,99,BS Management Engineering,+639174035790
name2906,lastname2906,October,21,01,BS Comtech,+639178492969
name2907,lastname2907,January,15,99,BS Comtech,+639172789927
name2908,lastname2908,April,21,99,BS IT Entrepreneurship,+639182033834
name2909,lastname2909,January,10,00,BS Legal Management,+639278319506
name2910,lastname2910,April,21,99,BS IT Entrepreneurship,+639276755209
name2911,lastname2911,April,13,01,BS Legal Management,+639186326112
name2912,lastname2912,December,14,98,BS Comtech,+639271753974
name2913,lastname2913,August,10,97,BS Legal Management,+639189387854
name2914,lastname2914,August,13,98,BS IT Entrepreneurship,+639171108760
name2915,lastname2915,June,13,00,BS Management Engineering,+639187197998
name2916,lastname2916,November,15,97,BS IT Entrepreneurship,+639185511832
name2917,lastname2917,May,11,97,BS Management Engineering,+639275868856
name2918,lastname2918,February,20,97,BS Management Engineering,+639184086173
name2919,lastname2919,May,27,00,BS IT Entrepreneurship,+639175186164
name2920,lastname2920,August,11,01,BS IT Entrepreneurship,+639278444070
name2921,lastname2921,June,2,98,BS Management Engineering,+639184969366
name2922,lastname2922,September,8,97,BS Legal Management,+639272072739
name2923,lastname2923,July,17,99,BS Management Engineering,+639272005044
name2924,lastname2924,November,15,97,BS Legal Management,+639186006400
name2925,lastname2925,January,25,01,BS Legal Management,+639276166818
name2926,lastname2926,April,23,99,BS Comtech,+639276079838
name2927,lastname2927,May,12,99,BS Management Engineering,+639172136738
name2928,lastname2928,October,20,01,BS Legal Management,+639186306211
name2929,lastname2929,March,5,00,BS Management,+639278894235
name2930,lastname2930,September,8,99,BS Management,+639273348473
name2931,lastname2931,April,10,99,BS Management Engineering,+639174979173
name2932,lastname2932,September,13,97,BS Legal Management,+639185889792
name2933,lastname2933,March,4,97,BS Legal Management,+639176071318
name2934,lastname2934,August,1,97,BS Comtech,+639182435342
name2935,lastname2935,November,3,99,BS Legal Management,+639173769934
name2936,lastname2936,December,11,00,BS Comtech,+639178832016
name2937,lastname2937,July,18,97,BS IT Entrepreneurship,+639272201469
